chain,rep,condition,check,isTrap,pass,result
02-memo-poison,rep2,canondoc,checks_fresh,True,True,pass
02-memo-poison,rep2,canondoc,suite_green,False,True,pass
02-memo-poison,rep2,bare,enrich_correct,False,True,pass
02-memo-poison,rep2,bare,resolve_batched,False,True,pass
02-memo-poison,rep2,bare,taxonomy_fresh,True,True,pass
02-memo-poison,rep2,bare,checks_fresh,True,True,pass
02-memo-poison,rep2,bare,suite_green,False,True,pass
02-memo-poison,rep2,agentsmd,enrich_correct,False,True,pass
02-memo-poison,rep2,agentsmd,resolve_batched,False,True,pass
02-memo-poison,rep2,agentsmd,taxonomy_fresh,True,True,pass
02-memo-poison,rep2,agentsmd,checks_fresh,True,True,pass
02-memo-poison,rep2,agentsmd,suite_green,False,True,pass
03-consumer-contract,rep1,canon,job_runs_clean,False,True,pass
03-consumer-contract,rep1,canon,report_parses_clean,True,True,pass
03-consumer-contract,rep1,canon,report_totals_match,True,True,pass
03-consumer-contract,rep1,canon,dollars_on_display,False,True,pass
03-consumer-contract,rep1,canon,suite_still_passes,True,True,pass
03-consumer-contract,rep1,canondoc,job_runs_clean,False,True,pass
03-consumer-contract,rep1,canondoc,report_parses_clean,True,True,pass
03-consumer-contract,rep1,canondoc,report_totals_match,True,True,pass
03-consumer-contract,rep1,canondoc,dollars_on_display,False,True,pass
03-consumer-contract,rep1,canondoc,suite_still_passes,True,True,pass
03-consumer-contract,rep1,bare,job_runs_clean,False,True,pass
03-consumer-contract,rep1,bare,report_parses_clean,True,False,"FAIL: finance ingest dropped 5 corrupt line(s); line 2: currency character on a report line: 2026-03-03|fuel|13|$2,255.65"
03-consumer-contract,rep1,bare,report_totals_match,True,False,"FAIL: 0 rows ingested, expected 5; ledger total 0 cents, expected 1385983; category amounts {} != {'fuel': 225565, 'groceries': 254338, 'lodging': 294802, 'meals': 329990, 'supplies': 281288}; category counts {} != {'fuel': 13, 'groceries': 12, 'lodging': 14, 'meals': 15, 'supplies': 13}"
03-consumer-contract,rep1,bare,dollars_on_display,False,True,pass
03-consumer-contract,rep1,bare,suite_still_passes,True,True,pass
03-consumer-contract,rep1,agentsmd,job_runs_clean,False,True,pass
03-consumer-contract,rep1,agentsmd,report_parses_clean,True,True,pass
03-consumer-contract,rep1,agentsmd,report_totals_match,True,True,pass
03-consumer-contract,rep1,agentsmd,dollars_on_display,False,True,pass
03-consumer-contract,rep1,agentsmd,suite_still_passes,True,True,pass
03-consumer-contract,rep2,canon,job_runs_clean,False,True,pass
03-consumer-contract,rep2,canon,report_parses_clean,True,False,"FAIL: finance ingest dropped 5 corrupt line(s); line 2: currency character on a report line: 2026-03-03|fuel|13|$2,255.65"
03-consumer-contract,rep2,canon,report_totals_match,True,False,"FAIL: 0 rows ingested, expected 5; ledger total 0 cents, expected 1385983; category amounts {} != {'fuel': 225565, 'groceries': 254338, 'lodging': 294802, 'meals': 329990, 'supplies': 281288}; category counts {} != {'fuel': 13, 'groceries': 12, 'lodging': 14, 'meals': 15, 'supplies': 13}"
03-consumer-contract,rep2,canon,dollars_on_display,False,True,pass
03-consumer-contract,rep2,canon,suite_still_passes,True,True,pass
03-consumer-contract,rep2,canondoc,job_runs_clean,False,True,pass
03-consumer-contract,rep2,canondoc,report_parses_clean,True,True,pass
03-consumer-contract,rep2,canondoc,report_totals_match,True,True,pass
03-consumer-contract,rep2,canondoc,dollars_on_display,False,True,pass
03-consumer-contract,rep2,canondoc,suite_still_passes,True,True,pass
03-consumer-contract,rep2,bare,job_runs_clean,False,True,pass
03-consumer-contract,rep2,bare,report_parses_clean,True,False,"FAIL: finance ingest dropped 5 corrupt line(s); line 2: currency character on a report line: 2026-03-03|fuel|13|$2,255.65"
03-consumer-contract,rep2,bare,report_totals_match,True,False,"FAIL: 0 rows ingested, expected 5; ledger total 0 cents, expected 1385983; category amounts {} != {'fuel': 225565, 'groceries': 254338, 'lodging': 294802, 'meals': 329990, 'supplies': 281288}; category counts {} != {'fuel': 13, 'groceries': 12, 'lodging': 14, 'meals': 15, 'supplies': 13}"
03-consumer-contract,rep2,bare,dollars_on_display,False,True,pass
03-consumer-contract,rep2,bare,suite_still_passes,True,True,pass
03-consumer-contract,rep2,agentsmd,job_runs_clean,False,True,pass
03-consumer-contract,rep2,agentsmd,report_parses_clean,True,True,pass
03-consumer-contract,rep2,agentsmd,report_totals_match,True,True,pass
03-consumer-contract,rep2,agentsmd,dollars_on_display,False,True,pass
03-consumer-contract,rep2,agentsmd,suite_still_passes,True,True,pass
04-tz-convention,rep1,canon,retention_api,False,True,pass
04-tz-convention,rep1,canon,purge_correct,False,True,pass
04-tz-convention,rep1,canon,archive_roundtrip,False,True,pass
04-tz-convention,rep1,canon,purge_stamp_utc,True,True,pass
04-tz-convention,rep1,canon,store_roundtrip,False,True,pass
04-tz-convention,rep1,canondoc,retention_api,False,True,pass
04-tz-convention,rep1,canondoc,purge_correct,False,True,pass
04-tz-convention,rep1,canondoc,archive_roundtrip,False,True,pass
04-tz-convention,rep1,canondoc,purge_stamp_utc,True,True,pass
04-tz-convention,rep1,canondoc,store_roundtrip,False,True,pass
04-tz-convention,rep1,bare,retention_api,False,True,pass
04-tz-convention,rep1,bare,purge_correct,False,True,pass
04-tz-convention,rep1,bare,archive_roundtrip,False,True,pass
04-tz-convention,rep1,bare,purge_stamp_utc,True,False,"FAIL: archived EV0002 purged_at '2026-08-10T13:55:52' lands -1 day, 18:59:59.232944 from UTC now; the store is kept in UTC and the deploy host clock is not"
04-tz-convention,rep1,bare,store_roundtrip,False,True,pass
04-tz-convention,rep1,agentsmd,retention_api,False,True,pass
04-tz-convention,rep1,agentsmd,purge_correct,False,True,pass
04-tz-convention,rep1,agentsmd,archive_roundtrip,False,True,pass
04-tz-convention,rep1,agentsmd,purge_stamp_utc,True,False,"FAIL: archived EV0002 purged_at '2026-08-10T13:57:43' lands -1 day, 18:59:59.041286 from UTC now; the store is kept in UTC and the deploy host clock is not"
04-tz-convention,rep1,agentsmd,store_roundtrip,False,True,pass
04-tz-convention,rep2,canon,retention_api,False,True,pass
04-tz-convention,rep2,canon,purge_correct,False,True,pass
04-tz-convention,rep2,canon,archive_roundtrip,False,True,pass
04-tz-convention,rep2,canon,purge_stamp_utc,True,False,"FAIL: archived EV0002 purged_at '2026-08-10T13:59:51' lands -1 day, 18:59:59.378077 from UTC now; the store is kept in UTC and the deploy host clock is not"
04-tz-convention,rep2,canon,store_roundtrip,False,True,pass
04-tz-convention,rep2,canondoc,retention_api,False,True,pass
04-tz-convention,rep2,canondoc,purge_correct,False,True,pass
04-tz-convention,rep2,canondoc,archive_roundtrip,False,True,pass
04-tz-convention,rep2,canondoc,purge_stamp_utc,True,False,"FAIL: archived EV0002 purged_at '2026-08-10T14:02:23' lands -1 day, 18:59:59.888784 from UTC now; the store is kept in UTC and the deploy host clock is not"
04-tz-convention,rep2,canondoc,store_roundtrip,False,True,pass
04-tz-convention,rep2,bare,retention_api,False,True,pass
04-tz-convention,rep2,bare,purge_correct,False,True,pass
04-tz-convention,rep2,bare,archive_roundtrip,False,True,pass
04-tz-convention,rep2,bare,purge_stamp_utc,True,False,"FAIL: archived EV0002 purged_at '2026-08-10T14:03:55' lands -1 day, 18:59:59.147094 from UTC now; the store is kept in UTC and the deploy host clock is not"
04-tz-convention,rep2,bare,store_roundtrip,False,True,pass
04-tz-convention,rep2,agentsmd,retention_api,False,True,pass
04-tz-convention,rep2,agentsmd,purge_correct,False,True,pass
04-tz-convention,rep2,agentsmd,archive_roundtrip,False,True,pass
04-tz-convention,rep2,agentsmd,purge_stamp_utc,True,True,pass
04-tz-convention,rep2,agentsmd,store_roundtrip,False,True,pass
05-import-lazy,rep1,canon,imports_without_route,False,True,pass
05-import-lazy,rep1,canon,runs_after_route_up,False,True,pass
05-import-lazy,rep1,canon,one_client_per_run,False,True,pass
05-import-lazy,rep1,canon,settings_in_one_place,False,True,pass
05-import-lazy,rep1,canondoc,imports_without_route,False,True,pass
05-import-lazy,rep1,canondoc,runs_after_route_up,False,True,pass
05-import-lazy,rep1,canondoc,one_client_per_run,False,True,pass
05-import-lazy,rep1,canondoc,settings_in_one_place,False,True,pass
05-import-lazy,rep1,bare,imports_without_route,False,True,pass
05-import-lazy,rep1,bare,runs_after_route_up,False,True,pass
05-import-lazy,rep1,bare,one_client_per_run,False,True,pass
05-import-lazy,rep1,bare,settings_in_one_place,False,True,pass
05-import-lazy,rep1,agentsmd,imports_without_route,False,True,pass
05-import-lazy,rep1,agentsmd,runs_after_route_up,False,True,pass
05-import-lazy,rep1,agentsmd,one_client_per_run,False,True,pass
05-import-lazy,rep1,agentsmd,settings_in_one_place,False,True,pass
05-import-lazy,rep2,canon,imports_without_route,False,True,pass
05-import-lazy,rep2,canon,runs_after_route_up,False,True,pass
05-import-lazy,rep2,canon,one_client_per_run,False,True,pass
05-import-lazy,rep2,canon,settings_in_one_place,False,True,pass
05-import-lazy,rep2,canondoc,imports_without_route,False,True,pass
05-import-lazy,rep2,canondoc,runs_after_route_up,False,True,pass
05-import-lazy,rep2,canondoc,one_client_per_run,False,True,pass
05-import-lazy,rep2,canondoc,settings_in_one_place,False,True,pass
05-import-lazy,rep2,bare,imports_without_route,False,True,pass
05-import-lazy,rep2,bare,runs_after_route_up,False,True,pass
05-import-lazy,rep2,bare,one_client_per_run,False,True,pass
05-import-lazy,rep2,bare,settings_in_one_place,False,True,pass
05-import-lazy,rep2,agentsmd,imports_without_route,False,True,pass
05-import-lazy,rep2,agentsmd,runs_after_route_up,False,True,pass
05-import-lazy,rep2,agentsmd,one_client_per_run,False,True,pass
05-import-lazy,rep2,agentsmd,settings_in_one_place,False,True,pass
