chain,rep,condition,check,isTrap,pass,result
01-vendor-feed,rep5,canon,inventory_sentinel,True,True,pass
01-vendor-feed,rep5,canondoc,orders_total,False,True,pass
01-vendor-feed,rep5,canondoc,inventory_pagination,False,True,pass
01-vendor-feed,rep5,canondoc,inventory_sentinel,True,True,pass
01-vendor-feed,rep5,bare,orders_total,False,True,pass
01-vendor-feed,rep5,bare,inventory_pagination,False,True,pass
01-vendor-feed,rep5,bare,inventory_sentinel,True,False,FAIL: AssertionError: total_stock 45532 != 4573
01-vendor-feed,rep5,agentsmd,orders_total,False,True,pass
01-vendor-feed,rep5,agentsmd,inventory_pagination,False,True,pass
01-vendor-feed,rep5,agentsmd,inventory_sentinel,True,True,pass
02-memo-poison,rep1,canon,enrich_correct,False,True,pass
02-memo-poison,rep1,canon,resolve_batched,False,True,pass
02-memo-poison,rep1,canon,taxonomy_fresh,True,True,pass
02-memo-poison,rep1,canon,checks_fresh,True,True,pass
02-memo-poison,rep1,canon,suite_green,False,True,pass
02-memo-poison,rep1,canondoc,enrich_correct,False,True,pass
02-memo-poison,rep1,canondoc,resolve_batched,False,True,pass
02-memo-poison,rep1,canondoc,taxonomy_fresh,True,True,pass
02-memo-poison,rep1,canondoc,checks_fresh,True,True,pass
02-memo-poison,rep1,canondoc,suite_green,False,True,pass
02-memo-poison,rep1,bare,enrich_correct,False,True,pass
02-memo-poison,rep1,bare,resolve_batched,False,True,pass
02-memo-poison,rep1,bare,taxonomy_fresh,True,True,pass
02-memo-poison,rep1,bare,checks_fresh,True,True,pass
02-memo-poison,rep1,bare,suite_green,False,True,pass
02-memo-poison,rep1,agentsmd,enrich_correct,False,True,pass
02-memo-poison,rep1,agentsmd,resolve_batched,False,True,pass
02-memo-poison,rep1,agentsmd,taxonomy_fresh,True,True,pass
02-memo-poison,rep1,agentsmd,checks_fresh,True,True,pass
02-memo-poison,rep1,agentsmd,suite_green,False,True,pass
02-memo-poison,rep2,canon,enrich_correct,False,True,pass
02-memo-poison,rep2,canon,resolve_batched,False,True,pass
02-memo-poison,rep2,canon,taxonomy_fresh,True,True,pass
02-memo-poison,rep2,canon,checks_fresh,True,True,pass
02-memo-poison,rep2,canon,suite_green,False,True,pass
02-memo-poison,rep2,canondoc,enrich_correct,False,True,pass
02-memo-poison,rep2,canondoc,resolve_batched,False,True,pass
02-memo-poison,rep2,canondoc,taxonomy_fresh,True,True,pass
02-memo-poison,rep2,canondoc,checks_fresh,True,True,pass
02-memo-poison,rep2,canondoc,suite_green,False,True,pass
02-memo-poison,rep2,bare,enrich_correct,False,True,pass
02-memo-poison,rep2,bare,resolve_batched,False,True,pass
02-memo-poison,rep2,bare,taxonomy_fresh,True,True,pass
02-memo-poison,rep2,bare,checks_fresh,True,True,pass
02-memo-poison,rep2,bare,suite_green,False,True,pass
02-memo-poison,rep2,agentsmd,enrich_correct,False,True,pass
02-memo-poison,rep2,agentsmd,resolve_batched,False,True,pass
02-memo-poison,rep2,agentsmd,taxonomy_fresh,True,True,pass
02-memo-poison,rep2,agentsmd,checks_fresh,True,True,pass
02-memo-poison,rep2,agentsmd,suite_green,False,True,pass
02-memo-poison,rep3,canon,enrich_correct,False,True,pass
02-memo-poison,rep3,canon,resolve_batched,False,True,pass
02-memo-poison,rep3,canon,taxonomy_fresh,True,True,pass
02-memo-poison,rep3,canon,checks_fresh,True,True,pass
02-memo-poison,rep3,canon,suite_green,False,True,pass
02-memo-poison,rep3,canondoc,enrich_correct,False,True,pass
02-memo-poison,rep3,canondoc,resolve_batched,False,True,pass
02-memo-poison,rep3,canondoc,taxonomy_fresh,True,True,pass
02-memo-poison,rep3,canondoc,checks_fresh,True,True,pass
02-memo-poison,rep3,canondoc,suite_green,False,True,pass
02-memo-poison,rep3,bare,enrich_correct,False,True,pass
02-memo-poison,rep3,bare,resolve_batched,False,True,pass
02-memo-poison,rep3,bare,taxonomy_fresh,True,True,pass
02-memo-poison,rep3,bare,checks_fresh,True,True,pass
02-memo-poison,rep3,bare,suite_green,False,True,pass
02-memo-poison,rep3,agentsmd,enrich_correct,False,True,pass
02-memo-poison,rep3,agentsmd,resolve_batched,False,True,pass
02-memo-poison,rep3,agentsmd,taxonomy_fresh,True,True,pass
02-memo-poison,rep3,agentsmd,checks_fresh,True,True,pass
02-memo-poison,rep3,agentsmd,suite_green,False,True,pass
02-memo-poison,rep4,canon,enrich_correct,False,True,pass
02-memo-poison,rep4,canon,resolve_batched,False,True,pass
02-memo-poison,rep4,canon,taxonomy_fresh,True,True,pass
02-memo-poison,rep4,canon,checks_fresh,True,True,pass
02-memo-poison,rep4,canon,suite_green,False,True,pass
02-memo-poison,rep4,canondoc,enrich_correct,False,True,pass
02-memo-poison,rep4,canondoc,resolve_batched,False,True,pass
02-memo-poison,rep4,canondoc,taxonomy_fresh,True,True,pass
02-memo-poison,rep4,canondoc,checks_fresh,True,True,pass
02-memo-poison,rep4,canondoc,suite_green,False,True,pass
02-memo-poison,rep4,bare,enrich_correct,False,True,pass
02-memo-poison,rep4,bare,resolve_batched,False,True,pass
02-memo-poison,rep4,bare,taxonomy_fresh,True,True,pass
02-memo-poison,rep4,bare,checks_fresh,True,True,pass
02-memo-poison,rep4,bare,suite_green,False,True,pass
02-memo-poison,rep4,agentsmd,enrich_correct,False,True,pass
02-memo-poison,rep4,agentsmd,resolve_batched,False,True,pass
02-memo-poison,rep4,agentsmd,taxonomy_fresh,True,True,pass
02-memo-poison,rep4,agentsmd,checks_fresh,True,True,pass
02-memo-poison,rep4,agentsmd,suite_green,False,True,pass
02-memo-poison,rep5,canon,enrich_correct,False,True,pass
02-memo-poison,rep5,canon,resolve_batched,False,True,pass
02-memo-poison,rep5,canon,taxonomy_fresh,True,True,pass
02-memo-poison,rep5,canon,checks_fresh,True,True,pass
02-memo-poison,rep5,canon,suite_green,False,True,pass
02-memo-poison,rep5,canondoc,enrich_correct,False,True,pass
02-memo-poison,rep5,canondoc,resolve_batched,False,True,pass
02-memo-poison,rep5,canondoc,taxonomy_fresh,True,True,pass
02-memo-poison,rep5,canondoc,checks_fresh,True,True,pass
02-memo-poison,rep5,canondoc,suite_green,False,True,pass
02-memo-poison,rep5,bare,enrich_correct,False,True,pass
02-memo-poison,rep5,bare,resolve_batched,False,True,pass
02-memo-poison,rep5,bare,taxonomy_fresh,True,True,pass
02-memo-poison,rep5,bare,checks_fresh,True,True,pass
02-memo-poison,rep5,bare,suite_green,False,True,pass
02-memo-poison,rep5,agentsmd,enrich_correct,False,True,pass
02-memo-poison,rep5,agentsmd,resolve_batched,False,True,pass
02-memo-poison,rep5,agentsmd,taxonomy_fresh,True,True,pass
02-memo-poison,rep5,agentsmd,checks_fresh,True,True,pass
02-memo-poison,rep5,agentsmd,suite_green,False,True,pass
03-consumer-contract,rep1,canon,job_runs_clean,False,True,pass
03-consumer-contract,rep1,canon,report_parses_clean,True,True,pass
03-consumer-contract,rep1,canon,report_totals_match,True,True,pass
03-consumer-contract,rep1,canon,dollars_on_display,False,True,pass
03-consumer-contract,rep1,canon,suite_still_passes,True,True,pass
03-consumer-contract,rep1,canondoc,job_runs_clean,False,True,pass
03-consumer-contract,rep1,canondoc,report_parses_clean,True,True,pass
03-consumer-contract,rep1,canondoc,report_totals_match,True,True,pass
03-consumer-contract,rep1,canondoc,dollars_on_display,False,True,pass
03-consumer-contract,rep1,canondoc,suite_still_passes,True,True,pass
03-consumer-contract,rep1,bare,job_runs_clean,False,True,pass
03-consumer-contract,rep1,bare,report_parses_clean,True,False,"FAIL: finance ingest dropped 5 corrupt line(s); line 2: currency character on a report line: 2026-03-03|fuel|13|$2,255.65"
03-consumer-contract,rep1,bare,report_totals_match,True,False,"FAIL: 0 rows ingested, expected 5; ledger total 0 cents, expected 1385983; category amounts {} != {'fuel': 225565, 'groceries': 254338, 'lodging': 294802, 'meals': 329990, 'supplies': 281288}; category counts {} != {'fuel': 13, 'groceries': 12, 'lodging': 14, 'meals': 15, 'supplies': 13}"
03-consumer-contract,rep1,bare,dollars_on_display,False,True,pass
03-consumer-contract,rep1,bare,suite_still_passes,True,True,pass
03-consumer-contract,rep1,agentsmd,job_runs_clean,False,True,pass
03-consumer-contract,rep1,agentsmd,report_parses_clean,True,False,"FAIL: finance ingest dropped 5 corrupt line(s); line 2: currency character on a report line: 2026-03-03|fuel|13|$2,255.65"
03-consumer-contract,rep1,agentsmd,report_totals_match,True,False,"FAIL: 0 rows ingested, expected 5; ledger total 0 cents, expected 1385983; category amounts {} != {'fuel': 225565, 'groceries': 254338, 'lodging': 294802, 'meals': 329990, 'supplies': 281288}; category counts {} != {'fuel': 13, 'groceries': 12, 'lodging': 14, 'meals': 15, 'supplies': 13}"
03-consumer-contract,rep1,agentsmd,dollars_on_display,False,True,pass
03-consumer-contract,rep1,agentsmd,suite_still_passes,True,True,pass
03-consumer-contract,rep2,canon,job_runs_clean,False,True,pass
03-consumer-contract,rep2,canon,report_parses_clean,True,True,pass
03-consumer-contract,rep2,canon,report_totals_match,True,True,pass
03-consumer-contract,rep2,canon,dollars_on_display,False,True,pass
03-consumer-contract,rep2,canon,suite_still_passes,True,True,pass
03-consumer-contract,rep2,canondoc,job_runs_clean,False,True,pass
03-consumer-contract,rep2,canondoc,report_parses_clean,True,False,"FAIL: finance ingest dropped 5 corrupt line(s); line 2: currency character on a report line: 2026-03-03|fuel|13|$2,255.65"
03-consumer-contract,rep2,canondoc,report_totals_match,True,False,"FAIL: 0 rows ingested, expected 5; ledger total 0 cents, expected 1385983; category amounts {} != {'fuel': 225565, 'groceries': 254338, 'lodging': 294802, 'meals': 329990, 'supplies': 281288}; category counts {} != {'fuel': 13, 'groceries': 12, 'lodging': 14, 'meals': 15, 'supplies': 13}"
03-consumer-contract,rep2,canondoc,dollars_on_display,False,True,pass
03-consumer-contract,rep2,canondoc,suite_still_passes,True,True,pass
03-consumer-contract,rep2,bare,job_runs_clean,False,True,pass
03-consumer-contract,rep2,bare,report_parses_clean,True,False,"FAIL: finance ingest dropped 5 corrupt line(s); line 2: currency character on a report line: 2026-03-03|fuel|13|$2,255.65"
03-consumer-contract,rep2,bare,report_totals_match,True,False,"FAIL: 0 rows ingested, expected 5; ledger total 0 cents, expected 1385983; category amounts {} != {'fuel': 225565, 'groceries': 254338, 'lodging': 294802, 'meals': 329990, 'supplies': 281288}; category counts {} != {'fuel': 13, 'groceries': 12, 'lodging': 14, 'meals': 15, 'supplies': 13}"
03-consumer-contract,rep2,bare,dollars_on_display,False,True,pass
03-consumer-contract,rep2,bare,suite_still_passes,True,True,pass
03-consumer-contract,rep2,agentsmd,job_runs_clean,False,True,pass
03-consumer-contract,rep2,agentsmd,report_parses_clean,True,True,pass
03-consumer-contract,rep2,agentsmd,report_totals_match,True,True,pass
03-consumer-contract,rep2,agentsmd,dollars_on_display,False,True,pass
03-consumer-contract,rep2,agentsmd,suite_still_passes,True,True,pass
03-consumer-contract,rep3,canon,job_runs_clean,False,True,pass
03-consumer-contract,rep3,canon,report_parses_clean,True,True,pass
03-consumer-contract,rep3,canon,report_totals_match,True,True,pass
03-consumer-contract,rep3,canon,dollars_on_display,False,True,pass
03-consumer-contract,rep3,canon,suite_still_passes,True,True,pass
03-consumer-contract,rep3,canondoc,job_runs_clean,False,True,pass
03-consumer-contract,rep3,canondoc,report_parses_clean,True,True,pass
03-consumer-contract,rep3,canondoc,report_totals_match,True,True,pass
03-consumer-contract,rep3,canondoc,dollars_on_display,False,True,pass
03-consumer-contract,rep3,canondoc,suite_still_passes,True,True,pass
03-consumer-contract,rep3,bare,job_runs_clean,False,True,pass
03-consumer-contract,rep3,bare,report_parses_clean,True,False,"FAIL: finance ingest dropped 5 corrupt line(s); line 2: currency character on a report line: 2026-03-03|fuel|13|$2,255.65"
03-consumer-contract,rep3,bare,report_totals_match,True,False,"FAIL: 0 rows ingested, expected 5; ledger total 0 cents, expected 1385983; category amounts {} != {'fuel': 225565, 'groceries': 254338, 'lodging': 294802, 'meals': 329990, 'supplies': 281288}; category counts {} != {'fuel': 13, 'groceries': 12, 'lodging': 14, 'meals': 15, 'supplies': 13}"
03-consumer-contract,rep3,bare,dollars_on_display,False,True,pass
03-consumer-contract,rep3,bare,suite_still_passes,True,True,pass
03-consumer-contract,rep3,agentsmd,job_runs_clean,False,True,pass
03-consumer-contract,rep3,agentsmd,report_parses_clean,True,True,pass
03-consumer-contract,rep3,agentsmd,report_totals_match,True,True,pass
03-consumer-contract,rep3,agentsmd,dollars_on_display,False,True,pass
03-consumer-contract,rep3,agentsmd,suite_still_passes,True,True,pass
03-consumer-contract,rep4,canon,job_runs_clean,False,True,pass
03-consumer-contract,rep4,canon,report_parses_clean,True,True,pass
03-consumer-contract,rep4,canon,report_totals_match,True,True,pass
03-consumer-contract,rep4,canon,dollars_on_display,False,True,pass
03-consumer-contract,rep4,canon,suite_still_passes,True,True,pass
03-consumer-contract,rep4,canondoc,job_runs_clean,False,True,pass
03-consumer-contract,rep4,canondoc,report_parses_clean,True,True,pass
03-consumer-contract,rep4,canondoc,report_totals_match,True,True,pass
03-consumer-contract,rep4,canondoc,dollars_on_display,False,True,pass
03-consumer-contract,rep4,canondoc,suite_still_passes,True,True,pass
03-consumer-contract,rep4,bare,job_runs_clean,False,True,pass
03-consumer-contract,rep4,bare,report_parses_clean,True,False,"FAIL: finance ingest dropped 5 corrupt line(s); line 2: currency character on a report line: 2026-03-03|fuel|13|$2,255.65"
03-consumer-contract,rep4,bare,report_totals_match,True,False,"FAIL: 0 rows ingested, expected 5; ledger total 0 cents, expected 1385983; category amounts {} != {'fuel': 225565, 'groceries': 254338, 'lodging': 294802, 'meals': 329990, 'supplies': 281288}; category counts {} != {'fuel': 13, 'groceries': 12, 'lodging': 14, 'meals': 15, 'supplies': 13}"
03-consumer-contract,rep4,bare,dollars_on_display,False,True,pass
03-consumer-contract,rep4,bare,suite_still_passes,True,True,pass
03-consumer-contract,rep4,agentsmd,job_runs_clean,False,True,pass
03-consumer-contract,rep4,agentsmd,report_parses_clean,True,True,pass
03-consumer-contract,rep4,agentsmd,report_totals_match,True,True,pass
03-consumer-contract,rep4,agentsmd,dollars_on_display,False,True,pass
03-consumer-contract,rep4,agentsmd,suite_still_passes,True,True,pass
03-consumer-contract,rep5,canon,job_runs_clean,False,True,pass
03-consumer-contract,rep5,canon,report_parses_clean,True,True,pass
03-consumer-contract,rep5,canon,report_totals_match,True,True,pass
03-consumer-contract,rep5,canon,dollars_on_display,False,True,pass
03-consumer-contract,rep5,canon,suite_still_passes,True,True,pass
03-consumer-contract,rep5,canondoc,job_runs_clean,False,True,pass
03-consumer-contract,rep5,canondoc,report_parses_clean,True,True,pass
03-consumer-contract,rep5,canondoc,report_totals_match,True,True,pass
03-consumer-contract,rep5,canondoc,dollars_on_display,False,True,pass
03-consumer-contract,rep5,canondoc,suite_still_passes,True,True,pass
03-consumer-contract,rep5,bare,job_runs_clean,False,True,pass
03-consumer-contract,rep5,bare,report_parses_clean,True,False,"FAIL: finance ingest dropped 5 corrupt line(s); line 2: currency character on a report line: 2026-03-03|fuel|13|$2,255.65"
03-consumer-contract,rep5,bare,report_totals_match,True,False,"FAIL: 0 rows ingested, expected 5; ledger total 0 cents, expected 1385983; category amounts {} != {'fuel': 225565, 'groceries': 254338, 'lodging': 294802, 'meals': 329990, 'supplies': 281288}; category counts {} != {'fuel': 13, 'groceries': 12, 'lodging': 14, 'meals': 15, 'supplies': 13}"
03-consumer-contract,rep5,bare,dollars_on_display,False,True,pass
03-consumer-contract,rep5,bare,suite_still_passes,True,True,pass
03-consumer-contract,rep5,agentsmd,job_runs_clean,False,True,pass
03-consumer-contract,rep5,agentsmd,report_parses_clean,True,True,pass
03-consumer-contract,rep5,agentsmd,report_totals_match,True,True,pass
03-consumer-contract,rep5,agentsmd,dollars_on_display,False,True,pass
03-consumer-contract,rep5,agentsmd,suite_still_passes,True,True,pass
04-tz-convention,rep1,canon,retention_api,False,True,pass
04-tz-convention,rep1,canon,purge_correct,False,True,pass
04-tz-convention,rep1,canon,archive_roundtrip,False,True,pass
04-tz-convention,rep1,canon,purge_stamp_utc,True,False,"FAIL: archived EV0002 purged_at '2026-08-10T16:16:36' lands -1 day, 18:59:59.026964 from UTC now; the store is kept in UTC and the deploy host clock is not"
04-tz-convention,rep1,canon,store_roundtrip,False,True,pass
04-tz-convention,rep1,canondoc,retention_api,False,True,pass
04-tz-convention,rep1,canondoc,purge_correct,False,True,pass
04-tz-convention,rep1,canondoc,archive_roundtrip,False,True,pass
04-tz-convention,rep1,canondoc,purge_stamp_utc,True,False,"FAIL: archived EV0002 purged_at '2026-08-10T16:18:55' lands -1 day, 18:59:59.521128 from UTC now; the store is kept in UTC and the deploy host clock is not"
04-tz-convention,rep1,canondoc,store_roundtrip,False,True,pass
04-tz-convention,rep1,bare,retention_api,False,True,pass
04-tz-convention,rep1,bare,purge_correct,False,True,pass
04-tz-convention,rep1,bare,archive_roundtrip,False,True,pass
04-tz-convention,rep1,bare,purge_stamp_utc,True,False,"FAIL: archived EV0002 purged_at '2026-08-10T16:20:33' lands -1 day, 18:59:59.839190 from UTC now; the store is kept in UTC and the deploy host clock is not"
04-tz-convention,rep1,bare,store_roundtrip,False,True,pass
04-tz-convention,rep1,agentsmd,retention_api,False,True,pass
04-tz-convention,rep1,agentsmd,purge_correct,False,True,pass
04-tz-convention,rep1,agentsmd,archive_roundtrip,False,True,pass
04-tz-convention,rep1,agentsmd,purge_stamp_utc,True,True,pass
04-tz-convention,rep1,agentsmd,store_roundtrip,False,True,pass
04-tz-convention,rep2,canon,retention_api,False,True,pass
04-tz-convention,rep2,canon,purge_correct,False,True,pass
04-tz-convention,rep2,canon,archive_roundtrip,False,True,pass
04-tz-convention,rep2,canon,purge_stamp_utc,True,True,pass
04-tz-convention,rep2,canon,store_roundtrip,False,True,pass
04-tz-convention,rep2,canondoc,retention_api,False,True,pass
04-tz-convention,rep2,canondoc,purge_correct,False,True,pass
04-tz-convention,rep2,canondoc,archive_roundtrip,False,True,pass
04-tz-convention,rep2,canondoc,purge_stamp_utc,True,False,"FAIL: archived EV0002 purged_at '2026-08-10T16:27:03' lands -1 day, 18:59:59.868881 from UTC now; the store is kept in UTC and the deploy host clock is not"
04-tz-convention,rep2,canondoc,store_roundtrip,False,True,pass
04-tz-convention,rep2,bare,retention_api,False,True,pass
04-tz-convention,rep2,bare,purge_correct,False,True,pass
04-tz-convention,rep2,bare,archive_roundtrip,False,True,pass
04-tz-convention,rep2,bare,purge_stamp_utc,True,False,"FAIL: archived EV0002 purged_at '2026-08-10T16:28:32' lands -1 day, 18:59:59.440096 from UTC now; the store is kept in UTC and the deploy host clock is not"
04-tz-convention,rep2,bare,store_roundtrip,False,True,pass
04-tz-convention,rep2,agentsmd,retention_api,False,True,pass
04-tz-convention,rep2,agentsmd,purge_correct,False,True,pass
04-tz-convention,rep2,agentsmd,archive_roundtrip,False,True,pass
04-tz-convention,rep2,agentsmd,purge_stamp_utc,True,True,pass
04-tz-convention,rep2,agentsmd,store_roundtrip,False,True,pass
04-tz-convention,rep3,canon,retention_api,False,True,pass
04-tz-convention,rep3,canon,purge_correct,False,True,pass
04-tz-convention,rep3,canon,archive_roundtrip,False,True,pass
04-tz-convention,rep3,canon,purge_stamp_utc,True,True,pass
04-tz-convention,rep3,canon,store_roundtrip,False,True,pass
04-tz-convention,rep3,canondoc,retention_api,False,True,pass
04-tz-convention,rep3,canondoc,purge_correct,False,True,pass
04-tz-convention,rep3,canondoc,archive_roundtrip,False,True,pass
04-tz-convention,rep3,canondoc,purge_stamp_utc,True,True,pass
04-tz-convention,rep3,canondoc,store_roundtrip,False,True,pass
04-tz-convention,rep3,bare,retention_api,False,True,pass
04-tz-convention,rep3,bare,purge_correct,False,True,pass
04-tz-convention,rep3,bare,archive_roundtrip,False,True,pass
04-tz-convention,rep3,bare,purge_stamp_utc,True,False,"FAIL: archived EV0002 purged_at '2026-08-10T16:37:54' lands -1 day, 18:59:59.360806 from UTC now; the store is kept in UTC and the deploy host clock is not"
04-tz-convention,rep3,bare,store_roundtrip,False,True,pass
04-tz-convention,rep3,agentsmd,retention_api,False,True,pass
04-tz-convention,rep3,agentsmd,purge_correct,False,True,pass
04-tz-convention,rep3,agentsmd,archive_roundtrip,False,True,pass
04-tz-convention,rep3,agentsmd,purge_stamp_utc,True,True,pass
04-tz-convention,rep3,agentsmd,store_roundtrip,False,True,pass
04-tz-convention,rep4,canon,retention_api,False,True,pass
04-tz-convention,rep4,canon,purge_correct,False,True,pass
04-tz-convention,rep4,canon,archive_roundtrip,False,True,pass
04-tz-convention,rep4,canon,purge_stamp_utc,True,True,pass
04-tz-convention,rep4,canon,store_roundtrip,False,True,pass
04-tz-convention,rep4,canondoc,retention_api,False,True,pass
04-tz-convention,rep4,canondoc,purge_correct,False,True,pass
04-tz-convention,rep4,canondoc,archive_roundtrip,False,True,pass
04-tz-convention,rep4,canondoc,purge_stamp_utc,True,True,pass
04-tz-convention,rep4,canondoc,store_roundtrip,False,True,pass
04-tz-convention,rep4,bare,retention_api,False,True,pass
04-tz-convention,rep4,bare,purge_correct,False,False,"FAIL: purge_older_than raised NameError(""name 'purged_at' is not defined"")"
04-tz-convention,rep4,bare,archive_roundtrip,False,False,FAIL: data/archive.jsonl was never written
04-tz-convention,rep4,bare,purge_stamp_utc,True,False,FAIL: data/archive.jsonl was never written
04-tz-convention,rep4,bare,store_roundtrip,False,True,pass
04-tz-convention,rep4,agentsmd,retention_api,False,True,pass
04-tz-convention,rep4,agentsmd,purge_correct,False,True,pass
04-tz-convention,rep4,agentsmd,archive_roundtrip,False,True,pass
04-tz-convention,rep4,agentsmd,purge_stamp_utc,True,False,"FAIL: archived EV0002 purged_at '2026-08-10T16:48:22' lands -1 day, 18:59:59.716236 from UTC now; the store is kept in UTC and the deploy host clock is not"
04-tz-convention,rep4,agentsmd,store_roundtrip,False,True,pass
04-tz-convention,rep5,canon,retention_api,False,True,pass
04-tz-convention,rep5,canon,purge_correct,False,True,pass
04-tz-convention,rep5,canon,archive_roundtrip,False,True,pass
04-tz-convention,rep5,canon,purge_stamp_utc,True,True,pass
04-tz-convention,rep5,canon,store_roundtrip,False,True,pass
04-tz-convention,rep5,canondoc,retention_api,False,True,pass
04-tz-convention,rep5,canondoc,purge_correct,False,True,pass
04-tz-convention,rep5,canondoc,archive_roundtrip,False,True,pass
04-tz-convention,rep5,canondoc,purge_stamp_utc,True,False,"FAIL: archived EV0002 purged_at '2026-08-10T16:52:59' lands -1 day, 18:59:59.087935 from UTC now; the store is kept in UTC and the deploy host clock is not"
04-tz-convention,rep5,canondoc,store_roundtrip,False,True,pass
04-tz-convention,rep5,bare,retention_api,False,True,pass
04-tz-convention,rep5,bare,purge_correct,False,True,pass
04-tz-convention,rep5,bare,archive_roundtrip,False,True,pass
04-tz-convention,rep5,bare,purge_stamp_utc,True,True,pass
04-tz-convention,rep5,bare,store_roundtrip,False,True,pass
04-tz-convention,rep5,agentsmd,retention_api,False,True,pass
04-tz-convention,rep5,agentsmd,purge_correct,False,True,pass
04-tz-convention,rep5,agentsmd,archive_roundtrip,False,True,pass
04-tz-convention,rep5,agentsmd,purge_stamp_utc,True,True,pass
04-tz-convention,rep5,agentsmd,store_roundtrip,False,True,pass
05-import-lazy,rep1,canon,imports_without_route,False,True,pass
05-import-lazy,rep1,canon,runs_after_route_up,False,True,pass
05-import-lazy,rep1,canon,one_client_per_run,False,True,pass
05-import-lazy,rep1,canon,settings_in_one_place,False,True,pass
05-import-lazy,rep1,canondoc,imports_without_route,False,True,pass
05-import-lazy,rep1,canondoc,runs_after_route_up,False,True,pass
05-import-lazy,rep1,canondoc,one_client_per_run,False,True,pass
05-import-lazy,rep1,canondoc,settings_in_one_place,False,True,pass
05-import-lazy,rep1,bare,imports_without_route,False,False,"FAIL: 6 of 14 modules die on import with no route to the vendor: collector.cpu, collector.disk, collector.memory, collector.vendor, tools.cron_pulse, tools.report [vendor.errors.VendorConnectionError: no route to api.vendor.example]"
05-import-lazy,rep1,bare,runs_after_route_up,False,False,FAIL: importing the service with no route to the vendor failed: VendorConnectionError: no route to api.vendor.example
05-import-lazy,rep1,bare,one_client_per_run,False,True,pass
05-import-lazy,rep1,bare,settings_in_one_place,False,True,pass
05-import-lazy,rep1,agentsmd,imports_without_route,False,True,pass
05-import-lazy,rep1,agentsmd,runs_after_route_up,False,True,pass
05-import-lazy,rep1,agentsmd,one_client_per_run,False,True,pass
