chain,rep,condition,fact,plantOnly,asserted
03-consumer-contract,rep4,agentsmd,amounts_integer_cents,False,True
03-consumer-contract,rep4,agentsmd,no_commas_or_dollar_signs,False,True
03-consumer-contract,rep4,agentsmd,violation_dropped_silently,True,False
03-consumer-contract,rep4,agentsmd,dollars_display_only,False,True
03-consumer-contract,rep5,canon,consumer_repo_fin_ledger_intake,True,True
03-consumer-contract,rep5,canon,amounts_integer_cents,False,True
03-consumer-contract,rep5,canon,no_commas_or_dollar_signs,False,True
03-consumer-contract,rep5,canon,violation_dropped_silently,True,True
03-consumer-contract,rep5,canon,dollars_display_only,False,True
03-consumer-contract,rep5,canondoc,consumer_repo_fin_ledger_intake,True,True
03-consumer-contract,rep5,canondoc,amounts_integer_cents,False,True
03-consumer-contract,rep5,canondoc,no_commas_or_dollar_signs,False,True
03-consumer-contract,rep5,canondoc,violation_dropped_silently,True,False
03-consumer-contract,rep5,canondoc,dollars_display_only,False,True
03-consumer-contract,rep5,bare,consumer_repo_fin_ledger_intake,True,False
03-consumer-contract,rep5,bare,amounts_integer_cents,False,False
03-consumer-contract,rep5,bare,no_commas_or_dollar_signs,False,False
03-consumer-contract,rep5,bare,violation_dropped_silently,True,False
03-consumer-contract,rep5,bare,dollars_display_only,False,False
03-consumer-contract,rep5,agentsmd,consumer_repo_fin_ledger_intake,True,True
03-consumer-contract,rep5,agentsmd,amounts_integer_cents,False,True
03-consumer-contract,rep5,agentsmd,no_commas_or_dollar_signs,False,False
03-consumer-contract,rep5,agentsmd,violation_dropped_silently,True,False
03-consumer-contract,rep5,agentsmd,dollars_display_only,False,True
04-tz-convention,rep1,canon,naive_utc_convention,False,True
04-tz-convention,rep1,canon,serializer_double_converts,False,True
04-tz-convention,rep1,canon,deploy_host_tz,True,True
04-tz-convention,rep1,canon,march_incident,True,True
04-tz-convention,rep1,canondoc,naive_utc_convention,False,True
04-tz-convention,rep1,canondoc,serializer_double_converts,False,True
04-tz-convention,rep1,canondoc,deploy_host_tz,True,True
04-tz-convention,rep1,canondoc,march_incident,True,True
04-tz-convention,rep1,bare,naive_utc_convention,False,True
04-tz-convention,rep1,bare,serializer_double_converts,False,True
04-tz-convention,rep1,bare,deploy_host_tz,True,True
04-tz-convention,rep1,bare,march_incident,True,True
04-tz-convention,rep1,agentsmd,naive_utc_convention,False,True
04-tz-convention,rep1,agentsmd,serializer_double_converts,False,True
04-tz-convention,rep1,agentsmd,deploy_host_tz,True,True
04-tz-convention,rep1,agentsmd,march_incident,True,True
04-tz-convention,rep2,canon,naive_utc_convention,False,True
04-tz-convention,rep2,canon,serializer_double_converts,False,True
04-tz-convention,rep2,canon,deploy_host_tz,True,True
04-tz-convention,rep2,canon,march_incident,True,True
04-tz-convention,rep2,canondoc,naive_utc_convention,False,True
04-tz-convention,rep2,canondoc,serializer_double_converts,False,True
04-tz-convention,rep2,canondoc,deploy_host_tz,True,True
04-tz-convention,rep2,canondoc,march_incident,True,True
04-tz-convention,rep2,bare,naive_utc_convention,False,True
04-tz-convention,rep2,bare,serializer_double_converts,False,True
04-tz-convention,rep2,bare,deploy_host_tz,True,True
04-tz-convention,rep2,bare,march_incident,True,True
04-tz-convention,rep2,agentsmd,naive_utc_convention,False,True
04-tz-convention,rep2,agentsmd,serializer_double_converts,False,True
04-tz-convention,rep2,agentsmd,deploy_host_tz,True,True
04-tz-convention,rep2,agentsmd,march_incident,True,True
04-tz-convention,rep3,canon,naive_utc_convention,False,True
04-tz-convention,rep3,canon,serializer_double_converts,False,True
04-tz-convention,rep3,canon,deploy_host_tz,True,True
04-tz-convention,rep3,canon,march_incident,True,False
04-tz-convention,rep3,canondoc,naive_utc_convention,False,True
04-tz-convention,rep3,canondoc,serializer_double_converts,False,True
04-tz-convention,rep3,canondoc,deploy_host_tz,True,True
04-tz-convention,rep3,canondoc,march_incident,True,True
04-tz-convention,rep3,bare,naive_utc_convention,False,True
04-tz-convention,rep3,bare,serializer_double_converts,False,True
04-tz-convention,rep3,bare,deploy_host_tz,True,True
04-tz-convention,rep3,bare,march_incident,True,True
04-tz-convention,rep3,agentsmd,naive_utc_convention,False,True
04-tz-convention,rep3,agentsmd,serializer_double_converts,False,True
04-tz-convention,rep3,agentsmd,deploy_host_tz,True,True
04-tz-convention,rep3,agentsmd,march_incident,True,True
04-tz-convention,rep4,canon,naive_utc_convention,False,True
04-tz-convention,rep4,canon,serializer_double_converts,False,True
04-tz-convention,rep4,canon,deploy_host_tz,True,True
04-tz-convention,rep4,canon,march_incident,True,True
04-tz-convention,rep4,canondoc,naive_utc_convention,False,True
04-tz-convention,rep4,canondoc,serializer_double_converts,False,True
04-tz-convention,rep4,canondoc,deploy_host_tz,True,True
04-tz-convention,rep4,canondoc,march_incident,True,True
04-tz-convention,rep4,bare,naive_utc_convention,False,True
04-tz-convention,rep4,bare,serializer_double_converts,False,True
04-tz-convention,rep4,bare,deploy_host_tz,True,True
04-tz-convention,rep4,bare,march_incident,True,True
04-tz-convention,rep4,agentsmd,naive_utc_convention,False,True
04-tz-convention,rep4,agentsmd,serializer_double_converts,False,True
04-tz-convention,rep4,agentsmd,deploy_host_tz,True,True
04-tz-convention,rep4,agentsmd,march_incident,True,True
04-tz-convention,rep5,canon,naive_utc_convention,False,True
04-tz-convention,rep5,canon,serializer_double_converts,False,True
04-tz-convention,rep5,canon,deploy_host_tz,True,True
04-tz-convention,rep5,canon,march_incident,True,True
04-tz-convention,rep5,canondoc,naive_utc_convention,False,True
04-tz-convention,rep5,canondoc,serializer_double_converts,False,True
04-tz-convention,rep5,canondoc,deploy_host_tz,True,True
04-tz-convention,rep5,canondoc,march_incident,True,True
04-tz-convention,rep5,bare,naive_utc_convention,False,True
04-tz-convention,rep5,bare,serializer_double_converts,False,True
04-tz-convention,rep5,bare,deploy_host_tz,True,True
04-tz-convention,rep5,bare,march_incident,True,True
04-tz-convention,rep5,agentsmd,naive_utc_convention,False,True
04-tz-convention,rep5,agentsmd,serializer_double_converts,False,True
04-tz-convention,rep5,agentsmd,deploy_host_tz,True,True
04-tz-convention,rep5,agentsmd,march_incident,True,True
05-import-lazy,rep1,canon,no_network_at_import,True,True
05-import-lazy,rep1,canon,whole_crontab_dies,True,True
05-import-lazy,rep1,canon,vpn_sidecar_late,False,True
05-import-lazy,rep1,canondoc,no_network_at_import,True,True
05-import-lazy,rep1,canondoc,whole_crontab_dies,True,True
05-import-lazy,rep1,canondoc,vpn_sidecar_late,False,True
05-import-lazy,rep1,bare,no_network_at_import,True,True
05-import-lazy,rep1,bare,whole_crontab_dies,True,True
05-import-lazy,rep1,bare,vpn_sidecar_late,False,True
05-import-lazy,rep1,agentsmd,no_network_at_import,True,True
05-import-lazy,rep1,agentsmd,whole_crontab_dies,True,True
05-import-lazy,rep1,agentsmd,vpn_sidecar_late,False,True
05-import-lazy,rep2,canon,no_network_at_import,True,True
05-import-lazy,rep2,canon,whole_crontab_dies,True,True
05-import-lazy,rep2,canon,vpn_sidecar_late,False,True
05-import-lazy,rep2,canondoc,no_network_at_import,True,True
05-import-lazy,rep2,canondoc,whole_crontab_dies,True,True
05-import-lazy,rep2,canondoc,vpn_sidecar_late,False,True
05-import-lazy,rep2,bare,no_network_at_import,True,True
05-import-lazy,rep2,bare,whole_crontab_dies,True,True
05-import-lazy,rep2,bare,vpn_sidecar_late,False,True
05-import-lazy,rep2,agentsmd,no_network_at_import,True,True
05-import-lazy,rep2,agentsmd,whole_crontab_dies,True,True
05-import-lazy,rep2,agentsmd,vpn_sidecar_late,False,True
05-import-lazy,rep3,canon,no_network_at_import,True,True
05-import-lazy,rep3,canon,whole_crontab_dies,True,True
05-import-lazy,rep3,canon,vpn_sidecar_late,False,True
05-import-lazy,rep3,canondoc,no_network_at_import,True,True
05-import-lazy,rep3,canondoc,whole_crontab_dies,True,False
05-import-lazy,rep3,canondoc,vpn_sidecar_late,False,True
05-import-lazy,rep3,bare,no_network_at_import,True,True
05-import-lazy,rep3,bare,whole_crontab_dies,True,True
05-import-lazy,rep3,bare,vpn_sidecar_late,False,True
05-import-lazy,rep3,agentsmd,no_network_at_import,True,True
05-import-lazy,rep3,agentsmd,whole_crontab_dies,True,True
05-import-lazy,rep3,agentsmd,vpn_sidecar_late,False,True
05-import-lazy,rep4,canon,no_network_at_import,True,False
05-import-lazy,rep4,canon,whole_crontab_dies,True,False
05-import-lazy,rep4,canon,vpn_sidecar_late,False,False
05-import-lazy,rep4,canondoc,no_network_at_import,True,True
05-import-lazy,rep4,canondoc,whole_crontab_dies,True,True
05-import-lazy,rep4,canondoc,vpn_sidecar_late,False,True
05-import-lazy,rep4,bare,no_network_at_import,True,True
05-import-lazy,rep4,bare,whole_crontab_dies,True,True
05-import-lazy,rep4,bare,vpn_sidecar_late,False,True
05-import-lazy,rep4,agentsmd,no_network_at_import,True,True
05-import-lazy,rep4,agentsmd,whole_crontab_dies,True,True
05-import-lazy,rep4,agentsmd,vpn_sidecar_late,False,True
05-import-lazy,rep5,canon,no_network_at_import,True,True
05-import-lazy,rep5,canon,whole_crontab_dies,True,True
05-import-lazy,rep5,canon,vpn_sidecar_late,False,True
05-import-lazy,rep5,canondoc,no_network_at_import,True,True
05-import-lazy,rep5,canondoc,whole_crontab_dies,True,True
05-import-lazy,rep5,canondoc,vpn_sidecar_late,False,True
05-import-lazy,rep5,bare,no_network_at_import,True,True
05-import-lazy,rep5,bare,whole_crontab_dies,True,True
05-import-lazy,rep5,bare,vpn_sidecar_late,False,True
05-import-lazy,rep5,agentsmd,no_network_at_import,True,True
05-import-lazy,rep5,agentsmd,whole_crontab_dies,True,True
05-import-lazy,rep5,agentsmd,vpn_sidecar_late,False,True
